id,categoria,pregunta,respuesta,rango_min,rango_max,informacion,fuente,activa
25_00150,Historia,¿Cuántos años duró la Revolución Francesa?,10,8,12,La Revolución Francesa comenzó en 1789 con la Convención Nacional y terminó en 1799 con el golpe de Estado de Napoleón Bonaparte.,"Enciclopedia Británica, Historia de Francia",SI
25_00151,Historia,¿Cuántos años duró la Segunda Guerra Mundial?,6,5,7,La Segunda Guerra Mundial tuvo lugar desde 1939 hasta 1945.,"Museo Memorial del Holocausto, Segunda Guerra Mundial",SI
25_00152,Historia,¿Cuántos años gobernó Cleopatra en Egipto?,21,15,25,Cleopatra VII gobernó Egipto desde el año 51 a.C. hasta el año 30 a.C.,"Historia de Egipto, Universidad de Cambridge",SI
25_00153,Historia,¿En qué año se fundó la ciudad de Roma?,753,700,800,"Según la leyenda, Roma fue fundada en el año 753 a.C. por Rómulo y Remo.","Historia de Roma, Universidad de Oxford",SI
25_00154,Historia,¿Cuántos años duró el Imperio Romano?,507,500,600,El Imperio Romano perduró desde el año 27 a.C. (el Principado de Augusto) hasta el año 476 d.C. (caída del Imperio Romano de Occidente).,"Historia del Imperio Romano, Universidad de Stanford",SI
25_00155,Historia,¿Cuántos años duró la Guerra de los Cien Años?,116,105,120,"La Guerra de los Cien Años se libró entre 1337 y 1453, en realidad duró 116 años.","Enciclopedia Británica, Guerra de los Cien Años",SI
25_00156,Historia,¿Cuántos años duró el Renacimiento italiano?,300,250,350,El Renacimiento italiano se desarrolló casi-casi desde el siglo XIV hasta el siglo XVII.,"Historia del Renacimiento, Museo del Louvre",SI
25_00157,Historia,¿En qué año se firmó la Declaración de Independencia de los Estados Unidos?,1776,1750,1780,La Declaración de Independencia de los Estados Unidos se firmó el 4 de julio de 1776.,Archivos Nacionales de los Estados Unidos,SI
25_00158,Historia,¿Cuántos años duró la Revolución Rusa?,5,4,6,La Revolución Rusa comenzó en 1917 y culminó en 1922 con la creación de la Unión Soviética.,"Enciclopedia Británica, Revolución Rusa",SI
25_00159,Historia,¿Cuántos años duró el Imperio Mongol?,162,150,180,"El Imperio Mongol, fundado por Genghis Khan en 1206, duró hasta 1368 cuando la dinastía Yuan fue derrocada en China.","Historia del Imperio Mongol, Museo Británico",SI
25_00160,Historia,¿Cuántos años duró el Imperio Egipcio Antiguo?,3000,2500,3500,El Imperio Egipcio Antiguo se extendió desde el 3100 a.C. hasta el 2180 a.C. casi-casi.,"Historia del Antiguo Egipto, Museo del Louvre",SI
25_00161,Historia,¿Cuántos años duró la construcción de la Gran Muralla China?,2000,1500,2500,La construcción de la Gran Muralla China comenzó en el siglo VII a.C. y se extendió a lo largo de casi-casi dos milenios.,"UNESCO, Gran Muralla China",SI
25_00162,Historia,¿En qué año se fundó la Ciudad de México-Tenochtitlán?,1325,1200,1400,La Ciudad de México-Tenochtitlán fue fundada en el año 1325 por los mexicas.,"Historia de México, Instituto Nacional de Antropología e Historia",SI
25_00163,Historia,¿Cuántos años duró el Imperio Bizantino?,1123,1000,1200,"El Imperio Bizantino perduró desde el año 330 d.C., cuando Constantinopla se convirtió en la capital, hasta 1453, cuando cayó ante los otomanos.","Historia del Imperio Bizantino, Universidad de Harvard",SI
25_00164,Historia,¿Cuántos años duró el Imperio Persa Aqueménida?,203,150,250,"El Imperio Persa Aqueménida existió desde el año 550 a.C. hasta el 330 a.C., cuando fue conquistado por Alejandro Magno.","Enciclopedia Británica, Imperio Persa Aqueménida",SI
25_00165,Historia,¿Cuántos años duró el período Tokugawa en Japón?,260,200,300,"El período Tokugawa en Japón, también conocido como el período Edo, abarcó desde 1603 hasta 1868.","Historia de Japón, Biblioteca del Congreso de EE. UU.",SI
25_00166,Historia,¿Cuántos años duró la Dinastía Tang en China?,289,200,300,La Dinastía Tang gobernó China desde el año 618 hasta el año 907.,"Historia de China, Universidad de Columbia",SI
25_00167,Historia,¿En qué año comenzó la Revolución Industrial?,1760,1750,1790,La Revolución Industrial comenzó casi-casi l año 1760 en Inglaterra.,"Historia de la Revolución Industrial, Universidad de Stanford",SI
25_00168,Historia,¿Cuántos años duró la Guerra de Secesión de Estados Unidos?,4,3,5,La Guerra de Secesión de Estados Unidos tuvo lugar de 1861 a 1865.,"Biblioteca del Congreso de EE. UU., Guerra Civil Americana",SI
25_00169,Historia,¿Cuántos años duró el gobierno de Fidel Castro en Cuba?,49,40,55,"Fidel Castro gobernó Cuba desde 1959 hasta 2008, cuando cedió el poder a su hermano Raúl Castro.","Historia de Cuba, BBC News",SI
25_00170,Historia,¿Cuántos años duró el apartheid en Sudáfrica?,46,40,50,"El apartheid en Sudáfrica se implementó en 1948 y se mantuvo hasta 1994, cuando se celebraron las primeras elecciones multirraciales.","Historia del apartheid, Nelson Mandela Foundation",SI
25_00171,Historia,¿Cuántos años duró la Guerra Fría?,45,40,50,La Guerra Fría se libró desde el final de la Segunda Guerra Mundial en 1945 hasta la disolución de la Unión Soviética en 1991.,"Historia de la Guerra Fría, BBC News",SI
25_00172,Historia,¿En qué año se fundó la Liga de Naciones?,1920,1915,1930,La Liga de Naciones se fundó en el año 1920 con el objetivo de promover la cooperación internacional y prevenir conflictos.,"Historia de la Liga de Naciones, Naciones Unidas",SI
25_00173,Historia,¿Cuántos años duró la Guerra de los Treinta Años en Europa?,30,28,32,La Guerra de los Treinta Años tuvo lugar de 1618 a 1648 en Europa.,"Historia de la Guerra de los Treinta Años, Enciclopedia Británica",SI
25_00174,Historia,¿En qué año se proclamó la independencia de Haití?,1804,1800,1810,Haití proclamó su independencia de Francia el 1 de enero de 1804.,"Historia de Haití, UNESCO",SI
25_00175,Historia,¿Cuántos años duró el gobierno de Nelson Mandela en Sudáfrica?,5,5,5,Nelson Mandela fue presidente de Sudáfrica desde 1994 hasta 1999.,"Biografía de Nelson Mandela, Fundación Nelson Mandela",SI
25_00176,Historia,¿Cuántos años estuvo preso Nelson Mandela en Sudáfrica?,27,25,30,Fue encarcelado en 1962 y liberado el 11 de febrero de 1990. Su encarcelamiento fue un período crucial en la lucha contra el apartheid en Sudáfrica.,ChatGPT,SI
25_00177,Cultura,¿Cuántas sinfonías compuso Ludwig van Beethoven?,9,8,10,"Beethoven compuso 9 sinfonías, siendo la Novena Sinfonía una de las más famosas.",Historia de la Música Clásica,SI
25_00178,Cultura,¿Cuántos libros tiene la serie Harry Potter?,7,6,8,"La serie Harry Potter consta de 7 libros, publicados entre 1997 y 2007.",Literatura Contemporánea,SI
25_00179,Cultura,¿Cuántos Óscares ganó la película Titanic?,11,10,12,"Titanic ganó 11 premios Óscar en 1998, incluyendo Mejor Película y Mejor Director.",Historia del Cine,SI
25_00180,Cultura,¿Cuántos años duró la carrera musical de The Beatles?,10,8,12,"The Beatles estuvieron activos desde 1960 hasta 1970, durando 10 años como banda.",Historia de la Música Popular,SI
25_00181,Cultura,¿Cuántos cuadros pintó Vincent van Gogh en su vida?,900,800,1000,"Van Gogh pintó alrededor de 900 cuadros durante su vida, aunque solo vendió uno en vida.",Historia del Arte,SI
25_00182,Cultura,¿Cuántas novelas escribió Gabriel García Márquez?,18,15,20,"Gabriel García Márquez escribió 18 novelas, incluyendo Cien años de soledad y El amor en los tiempos del cólera.",Literatura Latinoamericana,SI
25_00183,Cultura,¿Cuántos años tenía Mozart cuando compuso su primera sinfonía?,8,7,9,"Mozart compuso su primera sinfonía a los 8 años, demostrando su genio desde temprana edad.",Historia de la Música Clásica,SI
25_00184,Cultura,¿Cuántos discos ha vendido Michael Jackson en todo el mundo?,400,350,450,"Michael Jackson ha vendido aproximadamente 400 millones de discos, siendo uno de los artistas más vendidos de la historia.",Historia de la Música Popular,SI
25_00185,Cultura,¿Cuándo comenzo la construcción de la Sagrada Familia en Barcelona?,1882,1850,1880,La construcción de la Sagrada Familia comenzó en 1882 y aún no ha finalizado (hasta 2023).,Historia del Arte y Arquitectura,SI
25_00186,Cultura,¿Cuántos premios Grammy ha ganado Beyoncé?,32,30,35,"Beyoncé ha ganado 32 premios Grammy a lo largo de su carrera, siendo una de las artistas más premiadas.",Historia de la Música Popular,SI
25_00187,Cultura,¿Cuántos libros escribió Jane Austen?,6,5,7,"Jane Austen escribió 6 novelas completas, incluyendo Orgullo y prejuicio y Sentido y sensibilidad.",Literatura Inglesa,SI
25_00188,Cultura,¿Cuántas películas tiene la saga Star Wars?,11,10,12,"Hasta 2023, la saga Star Wars cuenta con 11 películas principales.",Historia del Cine,SI
25_00189,Cultura,¿Cuántos años duró la carrera de Freddie Mercury?,20,18,22,"Freddie Mercury fue el vocalista de Queen desde 1970 hasta su muerte en 1991, durando 20 años.",Historia de la Música Popular,SI
25_00190,Cultura,¿Cuántos volúmenes tiene En busca del tiempo perdido de Marcel Proust?,7,6,8,"La obra de Proust consta de 7 volúmenes, publicados entre 1913 y 1927.",Literatura Francesa,SI
25_00191,Cultura,¿Cuántos años tardó en construirse el Coliseo Romano?,8,7,9,"El Coliseo Romano se construyó entre el 70 d.C. y el 80 d.C., tardando aproximadamente 8 años.",Historia del Arte y Arquitectura,SI
25_00192,Cultura,¿Cuántos premios Óscar ha ganado Walt Disney?,22,20,25,"Walt Disney ganó 22 premios Óscar a lo largo de su carrera, un récord histórico.",Historia del Cine,SI
25_00193,Cultura,¿Cuántos años tenía Frida Kahlo cuando murió?,47,45,50,Frida Kahlo murió en 1954 a los 47 años de edad.,Historia del Arte,SI
25_00194,Cultura,¿Cuántos discos ha lanzado Madonna (hasta 2024)?,14,13,15,Madonna ha lanzado 14 álbumes de estudio hasta 2023.,Historia de la Música Popular,SI
25_00195,Cultura,¿Cuántos años duró la construcción de la Torre Eiffel?,2,1,3,"La Torre Eiffel se construyó en 2 años, de 1887 a 1889.",Historia del Arte y Arquitectura,SI
25_00196,Cultura,¿Cuántos premios Nobel de Literatura ha ganado América Latina?,6,5,7,"América Latina ha ganado 6 premios Nobel de Literatura, incluyendo a Gabriel García Márquez y Pablo Neruda.",Literatura Universal,SI
25_00197,Cultura,¿Cuántos años duró la carrera de Elvis Presley?,23,20,25,"Elvis Presley tuvo una carrera activa desde 1954 hasta su muerte en 1977, durando 23 años.",Historia de la Música Popular,SI
25_00198,Cultura,¿Cuántos libros escribió Julio Verne?,54,50,60,"Julio Verne escribió 54 novelas, muchas de ellas de ciencia ficción.",Literatura Universal,SI
25_00199,Cultura,¿Cuántos años tardó en escribirse El Señor de los Anillos?,12,10,15,"J.R.R. Tolkien tardó 12 años en escribir El Señor de los Anillos, de 1937 a 1949.",Literatura Universal,SI
25_00200,Cultura,¿Cuántos años duró la carrera de Michael Jackson?,45,40,50,Michael Jackson comenzó su carrera en 1964 con los Jackson 5 y continuó hasta su muerte en 2009.,Historia de la Música Popular,SI
25_00201,Cultura,¿EN que año se inauguro el Museo del Louvre?,1793,1760,1800,"El Museo del Louvre abrió sus puertas en 1793, por lo que en 2023 cumple 230 años.",Historia del Arte,SI
25_00202,Cultura,¿Cuántos años tardó en construirse la Catedral de Notre Dame?,182,170,190,"La construcción de Notre Dame comenzó en 1163 y finalizó en 1345, tardando 182 años.",Historia del Arte y Arquitectura,SI
25_00203,Cultura,¿Cuántos años vivió William Shakespeare?,52,50,55,"Shakespeare nació en 1564 y murió en 1616, viviendo 52 años.",Literatura Inglesa,SI
25_00204,Cultura,¿Cuántos años duró la carrera de The Rolling Stones? (hasta 2023),60,55,65,"The Rolling Stones comenzaron en 1962 y siguen activos en 2023, con más de 60 años de carrera.",Historia de la Música Popular,SI
25_00205,Cultura,¿Cuádo se inauguro la Ópera de Sídney?,1973,1965,1980,"La Ópera de Sídney se inauguró en 1973, por lo que en 2023 cumple 50 años.",Historia del Arte y Arquitectura,SI
25_00206,Cultura,¿Cuántos meses tardó en escribirse Cien años de soledad?,18,12,24,"Gabriel García Márquez escribió Cien años de soledad en 18 meses, entre 1965 y 1966.",Literatura Latinoamericana,SI
25_00207,Cultura,LITERATURA ¿Cuántos años duró el Boom Latinoamericano?,20,15,25,"El Boom Latinoamericano se desarrolló entre 1960 y 1980, durando aproximadamente 20 años.",Literatura Latinoamericana,SI
25_00208,Cultura,¿Cuántos premios Nobel de Literatura ha ganado América Latina?,6,5,7,"América Latina ha ganado 6 premios Nobel de Literatura, incluyendo a Gabriela Mistral y Pablo Neruda.",Literatura Universal,SI
25_00209,Cultura,¿Cuántos años tiene el mural La epopeya del pueblo mexicano de Diego Rivera?,90,85,95,"Diego Rivera pintó este mural entre 1929 y 1935, por lo que en 2023 tiene alrededor de 90 años.",Historia del Arte Latinoamericano,SI
25_00210,Cultura,¿Cuántos años duró la carrera de Celia Cruz?,50,45,55,"Celia Cruz, la Reina de la Salsa, tuvo una carrera activa desde 1948 hasta su muerte en 2003.",Historia de la Música Latina,SI
25_00211,Cultura,¿Cuántos años tiene el Carnaval de Río de Janeiro?,200,190,210,"El Carnaval de Río tiene sus raíces en el siglo XIX, celebrando más de 200 años de tradición.",Cultura Popular Brasileña,SI
25_00212,Cultura,¿Cuántos años duró la dictadura de Augusto Pinochet en Chile?,17,15,20,"Pinochet gobernó Chile desde 1973 hasta 1990, durando 17 años.",Historia Latinoamericana,SI
25_00213,Cultura,¿Cuántos años tiene el Teatro Colón de Buenos Aires?,115,110,120,"El Teatro Colón fue inaugurado en 1908, por lo que en 2023 cumple 115 años.",Historia del Arte Latinoamericano,SI
25_00214,Cultura,¿Cuántos años duró la Revolución Mexicana?,10,8,12,"La Revolución Mexicana comenzó en 1910 y terminó en 1920, durando 10 años.",Historia de México,SI
25_00215,Cultura,¿Cuántos años tiene la Catedral de México?,250,240,260,"La construcción de la Catedral de México comenzó en 1573 y finalizó en 1813, por lo que tiene más de 250 años.",Historia del Arte Latinoamericano,SI
25_00216,Cultura,¿Cuántos años duró la carrera de Carlos Gardel?,25,20,30,"Carlos Gardel, ícono del tango, tuvo una carrera activa desde 1917 hasta su muerte en 1935.",Historia de la Música Latina,SI
25_00217,Cultura,¿En qué año se inauguró el Obelisco de Buenos Aires?,1936,1930,1940,El Obelisco fue inaugurado el 23 de mayo de 1936.,Historia de la Arquitectura Argentina,SI
25_00218,Cultura,¿En qué año publicó Jorge Luis Borges su primer libro?,1923,1920,1925,"Borges publicó Fervor de Buenos Aires, su primer libro, en 1923.",Literatura Argentina,SI
25_00219,Cultura,¿En qué año se inauguró el Teatro Colón de Buenos Aires?,1908,1905,1910,El Teatro Colón fue inaugurado el 25 de mayo de 1908.,Historia del Arte Argentino,SI
25_00220,Cultura,¿En qué año comenzó la ultima dictadura militar en Argentina?,1976,1975,1977,La dictadura militar en Argentina comenzó el 24 de marzo de 1976.,Historia Argentina Contemporánea,SI
25_00221,Cultura,¿En qué año se ensanchó la Avenida Corrientes?,1943,1940,1945,La Avenida Corrientes fue ensanchada y transformada en 1943.,Historia Urbana de Buenos Aires,SI
25_00222,Cultura,¿En qué año murió Carlos Gardel?,1935,1930,1940,"Carlos Gardel, ícono del tango, murió el 24 de junio de 1935.",Historia de la Música Argentina,SI
25_00223,Cultura,¿En qué año se realizó el primer Festival de Cosquín?,1961,1960,1965,El primer Festival Nacional de Folclore de Cosquín se realizó en 1961.,Cultura Popular Argentina,SI
25_00224,Cultura,¿En qué año se inauguró la Feria del Libro de Buenos Aires?,1975,1970,1980,La Feria del Libro de Buenos Aires se inauguró en 1975.,Literatura Argentina,SI
25_00225,Cultura,¿En qué año asumió Juan Domingo Perón su primera presidencia?,1946,1945,1947,Perón asumió su primera presidencia el 4 de junio de 1946.,Historia Argentina Contemporánea,SI
25_00226,Cultura,¿En qué año se inauguró el Caminito en La Boca?,1959,1955,1965,El Caminito fue inaugurado como paseo turístico en 1959.,Historia del Arte y Cultura Argentina,SI
25_00227,Ciencia,¿Cuánto mide en promedio el intestino delgado en un humano adulto?,7,6,8,El intestino delgado mide entre 6 y 7 metros de longitud en un adulto.,Anatomía Humana,SI
25_00228,Ciencia,¿Cuánto vive en promedio una tortuga de Galápagos?,100,90,110,Las tortugas de Galápagos pueden vivir más de 100 años en estado salvaje.,Biología Animal,SI
25_00229,Ciencia,¿Cuántas especies de arañas hay en el mundo?,48000,45000,50000,"Se han identificado alrededor de 48,000 especies de arañas en el mundo.",Biología de los Artrópodos,SI
25_00230,Ciencia,¿Cuál es la velocidad máxima alcanzada por un ser humano corriendo?,44,40,45,Usain Bolt alcanzó una velocidad máxima de 44 km/h durante sus récords mundiales.,Fisiología Humana,SI
25_00231,Ciencia,¿Cuántos huesos hay en el cuerpo humano?,206,200,210,El cuerpo humano adulto tiene 206 huesos.,Anatomía Humana,SI
25_00232,Ciencia,¿Cuántos litros de sangre tiene un humano adulto?,5,4,6,Un humano adulto tiene aproximadamente 5 litros de sangre.,Fisiología Humana,SI
25_00233,Ciencia,¿Cuántos años vive en promedio un elefante africano?,70,60,80,Los elefantes africanos pueden vivir entre 60 y 70 años en estado salvaje.,Biología Animal,SI
25_00234,Ciencia,¿Cuántos músculos tiene el cuerpo humano?,600,500,700,El cuerpo humano tiene alrededor de 600 músculos.,Anatomía Humana,SI
25_00235,Ciencia,¿Cuántos años vive en promedio un tiburón blanco?,70,60,80,El tiburón blanco puede vivir hasta 70 años en estado salvaje.,Biología Marina,SI
25_00236,Ciencia,¿Cuántos dientes tiene un humano adulto?,32,30,35,"Un humano adulto tiene 32 dientes, incluyendo las muelas del juicio.",Anatomía Humana,SI
25_00237,Ciencia,¿Cuántos años vive en promedio un gorila?,35,30,40,Los gorilas viven entre 30 y 35 años en estado salvaje.,Biología Animal,SI
25_00238,Ciencia,¿Cuántos litros de agua puede beber un camello en 10 minutos?,100,90,110,Un camello puede beber hasta 100 litros de agua en 10 minutos.,Biología Animal,SI
25_00239,Ciencia,¿Cuántos años vive en promedio un pingüino emperador?,20,15,25,Los pingüinos emperadores viven entre 15 y 20 años en estado salvaje.,Biología Animal,SI
25_00240,Ciencia,¿Cuántos corazones tiene un pulpo?,3,3,3,Los pulpos tienen 3 corazones: dos bombean sangre a las branquias y uno al cuerpo.,Biología Marina,SI
25_00241,Ciencia,¿Cuántos años vive en promedio un lobo gris?,8,6,10,Los lobos grises viven entre 6 y 8 años en estado salvaje.,Biología Animal,SI
25_00242,Ciencia,¿Cuántos huesos tiene un recién nacido?,270,260,280,"Un recién nacido tiene alrededor de 270 huesos, que se fusionan para formar los 206 del adulto.",Anatomía Humana,SI
25_00243,Ciencia,¿Cuántos años vive en promedio un colibrí?,5,3,6,Los colibríes viven entre 3 y 5 años en estado salvaje.,Biología Animal,SI
25_00244,Ciencia,¿Cuántos litros de aire puede contener un pulmón humano adulto?,6,5,7,Un pulmón humano adulto puede contener hasta 6 litros de aire.,Fisiología Humana,SI
25_00245,Ciencia,¿Cuántos años vive en promedio una ballena azul?,90,80,100,Las ballenas azules pueden vivir entre 80 y 90 años en estado salvaje.,Biología Marina,SI
25_00246,Ciencia,¿Cuántos cromosomas tiene un ser humano?,46,46,46,Los seres humanos tienen 46 cromosomas (23 pares).,Genética Humana,SI
25_00247,Ciencia,¿Cuál es la velocidad máxima de un guepardo?,110,100,120,"El guepardo es el animal terrestre más rápido, alcanzando hasta 110 km/h en carreras cortas.",Biología Animal,SI
25_00248,Ciencia,¿Cuál es la velocidad máxima de un halcón peregrino en picada?,389,350,400,El halcón peregrino alcanza hasta 389 km/h al cazar en picada.,Biología Animal,SI
25_00249,Ciencia,¿Cuál es la velocidad máxima de un pez vela?,110,100,120,"El pez vela es uno de los peces más rápidos, alcanzando hasta 110 km/h.",Biología Marina,SI
25_00250,Ciencia,¿En qué año se lanzó el primer iPhone?,2007,2006,2008,El primer iPhone fue lanzado por Apple en 2007.,Historia de la Tecnología,SI
25_00251,Ciencia,"¿En qué año superó WhatsApp los 2,000 millones de usuarios?",2020,2019,2021,"WhatsApp alcanzó los 2,000 millones de usuarios activos en 2020.",Estadísticas de Tecnología,SI
25_00252,Ciencia,¿En qué año se lanzó Windows 10?,2015,2014,2016,Windows 10 fue lanzado por Microsoft en 2015.,Historia del Software,SI
25_00253,Ciencia,¿En qué año se creó el primer videojuego (Tennis for Two)?,1958,1957,1959,"Tennis for Two, el primer videojuego, fue creado en 1958.",Historia de los Videojuegos,SI
25_00254,Ciencia,¿En qué año se completó la construcción del ENIAC?,1946,1945,1947,"El ENIAC, el primer ordenador electrónico, fue completado en 1946.",Historia de la Computación,SI
25_00255,Ciencia,¿En qué año se envió el primer correo electrónico?,1971,1970,1972,El primer correo electrónico fue enviado por Ray Tomlinson en 1971.,Historia de Internet,SI
25_00256,Ciencia,¿En qué año se lanzó el primer navegador web (WorldWideWeb)?,1991,1990,1992,Tim Berners-Lee lanzó el primer navegador web en 1991.,Historia de Internet,SI
25_00257,Ciencia,¿En qué año se registró el primer dominio .com?,1985,1984,1986,"El primer dominio .com, symbolics.com, fue registrado en 1985.",Historia de Internet,SI
25_00258,Ciencia,¿En qué año se lanzó el primer teléfono móvil (Motorola DynaTAC 8000X)?,1983,1982,1984,El primer teléfono móvil fue lanzado por Motorola en 1983.,Historia de la Tecnología,SI
25_00259,Ciencia,¿En qué año se lanzó el primer satélite artificial (Sputnik 1)?,1957,1956,1958,El Sputnik 1 fue lanzado por la Unión Soviética en 1957.,Historia de la Ciencia Espacial,SI
25_00260,Ciencia,¿En qué año se lanzó el primer cohete reutilizable (Falcon 9)?,2015,2014,2016,SpaceX lanzó el primer Falcon 9 reutilizable en 2015.,Historia de la Ciencia Espacial,SI
25_00261,Ciencia,¿En qué año se lanzó la primera computadora portátil (Osborne 1)?,1981,1980,1982,"La Osborne 1, la primera computadora portátil, fue lanzada en 1981.",Historia de la Computación,SI
25_00262,Ciencia,¿En qué año se desarrolló el primer sistema de reconocimiento facial?,1960,1955,1965,Los primeros sistemas de reconocimiento facial se desarrollaron en la década de 1960.,Historia de la Inteligencia Artificial,SI
25_00263,Ciencia,¿En qué año se instaló el primer robot industrial (Unimate)?,1961,1960,1962,"El Unimate, el primer robot industrial, fue instalado en 1961.",Historia de la Robótica,SI
25_00264,Ciencia,¿En qué año se completó el desarrollo del primer sistema de GPS operativo?,1993,1992,1994,El sistema GPS fue declarado operativo en 1993 por el Departamento de Defensa de EE.UU.,Historia de la Tecnología,SI
25_00265,Ciencia,¿En qué año se fundó SpaceX?,2002,2001,2003,SpaceX fue fundada por Elon Musk en 2002.,Historia de la Ciencia Espacial,SI
25_00266,Ciencia,¿En qué año se lanzó el primer ordenador personal (Altair 8800)?,1975,1974,1976,"El Altair 8800, considerado el primer ordenador personal, fue lanzado en 1975.",Historia de la Computación,SI
25_00267,Ciencia,¿En qué año se descubrió la penicilina?,1928,1927,1929,Alexander Fleming descubrió la penicilina en 1928.,Historia de la Medicina,SI
25_00268,Ciencia,¿En qué año se lanzó el primer satélite de comunicaciones (Telstar 1)?,1962,1961,1963,"El Telstar 1 fue lanzado en 1962, siendo el primer satélite de comunicaciones activo.",Historia de las Comunicaciones,SI
25_00269,Ciencia,¿En qué año se fundó Google?,1998,1997,1999,Google fue fundada por Larry Page y Sergey Brin en 1998.,Historia de la Tecnología,SI
25_00270,Ciencia,¿En qué año se lanzó el primer telescopio espacial Hubble?,1990,1989,1991,El telescopio espacial Hubble fue lanzado en 1990.,Historia de la Astronomía,SI
25_00271,Ciencia,¿En qué año se descubrió la estructura del ADN?,1953,1952,1954,James Watson y Francis Crick descubrieron la estructura del ADN en 1953.,Historia de la Biología,SI
25_00272,Ciencia,¿En qué año se lanzó el primer cohete Saturno V?,1967,1966,1968,"El cohete Saturno V, usado en las misiones Apolo, fue lanzado por primera vez en 1967.",Historia de la Ciencia Espacial,SI
25_00273,Ciencia,¿En qué año se fundó Microsoft?,1975,1974,1976,Microsoft fue fundada por Bill Gates y Paul Allen en 1975.,Historia de la Tecnología,SI
25_00274,Ciencia,¿En qué año se lanzó el primer ordenador Apple (Apple I)?,1976,1975,1977,"El Apple I, el primer ordenador de Apple, fue lanzado en 1976.",Historia de la Computación,SI
25_00275,Ciencia,¿En qué año se descubrió el primer exoplaneta?,1992,1991,1993,El primer exoplaneta fue descubierto en 1992 orbitando un púlsar.,Historia de la Astronomía,SI
25_00276,Ciencia,¿En qué año se lanzó el primer sistema operativo Linux?,1991,1990,1992,Linux fue lanzado por Linus Torvalds en 1991.,Historia del Software,SI
25_00277,Ciencia,¿En qué año se fundó Amazon?,1994,1993,1995,Amazon fue fundada por Jeff Bezos en 1994.,Historia de la Tecnología,SI
25_00278,Ciencia,¿En qué año se lanzó el primer smartphone con pantalla táctil (IBM Simon)?,1994,1993,1995,"El IBM Simon, considerado el primer smartphone, fue lanzado en 1994.",Historia de la Tecnología,SI
25_00279,Ciencia,¿En qué año se descubrió el bosón de Higgs?,2012,2011,2013,El bosón de Higgs fue descubierto en el CERN en 2012.,Historia de la Física,SI
25_00280,Ciencia,¿En qué año se lanzó el primer videojuego comercial (Pong)?,1972,1971,1973,"Pong, el primer videojuego comercial, fue lanzado en 1972.",Historia de los Videojuegos,SI
25_00281,Ciencia,¿En qué año se fundó Tesla Motors?,2003,2002,2004,Tesla Motors fue fundada por Martin Eberhard y Marc Tarpenning en 2003.,Historia de la Tecnología,SI
25_00282,Ciencia,¿En qué año se lanzó el primer reproductor de MP3 (MPMan)?,1998,1997,1999,"El MPMan, el primer reproductor de MP3, fue lanzado en 1998.",Historia de la Tecnología,SI
25_00283,Ciencia,¿En qué año se lanzó el primer iPad?,2010,2009,2011,El primer iPad fue lanzado por Apple en 2010.,Historia de la Tecnología,SI
25_00284,Ciencia,¿En qué año se lanzó el primer vuelo tripulado de SpaceX (Crew Dragon)?,2020,2019,2021,"El primer vuelo tripulado de SpaceX, Crew Dragon, fue lanzado en 2020.",Historia de la Ciencia Espacial,SI
25_00285,Ciencia,¿En qué año se fundó Wikipedia?,2001,2000,2002,Wikipedia fue fundada por Jimmy Wales y Larry Sanger en 2001.,Historia de Internet,SI
25_00286,Ciencia,¿En qué año se lanzó el primer sistema de realidad virtual comercial (VFX1)?,1995,1994,1996,"El VFX1, el primer sistema de realidad virtual comercial, fue lanzado en 1995.",Historia de la Tecnología,SI
25_00287,Ciencia,¿Cuántos años vive en promedio una ballena azul?,90,80,100,Las ballenas azules pueden vivir entre 80 y 90 años en estado salvaje.,Biología Marina,SI
25_00288,Ciencia,¿Cuántos metros de altura tiene el árbol más alto del mundo?,116,110,120,"El árbol más alto del mundo es una secuoya roja llamada Hyperion, que mide 115.7 metros.",Botánica,SI
25_00289,Ciencia,¿Cuántos años vive en promedio un elefante africano?,70,60,80,Los elefantes africanos pueden vivir entre 60 y 70 años en estado salvaje.,Biología Animal,SI
25_00290,Ciencia,¿Cuántos litros de agua puede beber un camello en 10 minutos?,100,90,110,Un camello puede beber hasta 100 litros de agua en 10 minutos.,Biología Animal,SI
25_00291,Ciencia,¿Cuántos años vive en promedio un pingüino emperador?,20,15,25,Los pingüinos emperadores viven entre 15 y 20 años en estado salvaje.,Biología Animal,SI
25_00292,Ciencia,¿Cuántos corazones tiene un pulpo?,3,3,3,Los pulpos tienen 3 corazones: dos bombean sangre a las branquias y uno al cuerpo.,Biología Marina,SI
25_00293,Ciencia,¿Cuántos años vive en promedio un lobo gris?,8,6,10,Los lobos grises viven entre 6 y 8 años en estado salvaje.,Biología Animal,SI
25_00294,Ciencia,¿Cuántos años vive en promedio un colibrí?,5,3,6,Los colibríes viven entre 3 y 5 años en estado salvaje.,Biología Animal,SI
25_00295,Ciencia,¿Cuántos años vive en promedio una tortuga de Galápagos?,100,90,110,Las tortugas de Galápagos pueden vivir más de 100 años en estado salvaje.,Biología Animal,SI
25_00296,Ciencia,¿Cuántos metros de profundidad tiene la Fosa de las Marianas?,11034,10000,12000,"La Fosa de las Marianas es el punto más profundo del océano, con 11,034 metros.",Geografía,SI
25_00297,Ciencia,¿Cuántos años vive en promedio un gorila?,35,30,40,Los gorilas viven entre 30 y 35 años en estado salvaje.,Biología Animal,SI
